GHGRP FACILITY ID,FRS ID (FACILITY),REPORTING YEAR,FACILITY NAME,FACILITY ADDRESS,FACILITY CITY,FACILITY STATE,FACILITY ZIP,FACILITY COUNTY,PARENT COMPANY NAME,PARENT CO. STREET ADDRESS,PARENT CO. CITY,PARENT CO. STATE,PARENT CO. ZIP,PARENT CO. PERCENT OWNERSHIP,FACILITY NAICS CODE
1000001,110000490166,2020,PSE Ferndale Generating Station,5105 LAKE TERRELL ROAD,FERNDALE,WA,98248,WHATCOM COUNTY,PUGET HOLDINGS LLC,PO Box 97034,Bellevue,WA,98009,100,221112
1000002,110041175000,2020,Ardagh Glass Inc. (Dunkirk),524 E. CENTER STREET,DUNKIRK,IN,47336,JAY COUNTY,ARDAGH GLASS INC,1209 Orange Street,Wilmington,DE,19801,100,327213
1000003,110001482887,2020,Ardagh Glass Inc. (Henderson),620 Facet Road,Henderson,NC,27537,VANCE COUNTY,ARDAGH GLASS INC,1209 Orange Street,Wilmington,DE,19801,100,327213
1000005,110000482022,2020,Ardagh Glass Inc. (Madera),24441 AVENUE 12 & ROAD 24 1/2,MADERA,CA,93637,MADERA COUNTY,ARDAGH GLASS INC,1209 Orange Street,Wilmington,DE,19801,100,327213
1000007,110007014774,2020,AMERICAN GYPSUM - BERNALILLO (WALLBOARD) PLANT,1000 N HILL RD,BERNALILLO,NM,87004,SANDOVAL COUNTY,EAGLE MATERIALS INC,5960 Berkshire Lane Suite 800,Dallas,TX,75225,100,327420
1000008,110070081749,2020,"St. Lawrence Gas Co., Inc.",33 Stearns Street,Massena,NY,13662,ST. LAWRENCE COUNTY,ST LAWRENCE GAS CO,33 Stearns Street,Massena,NY,13662,100,221210
1000010,110013945437,2020,SANTA ROSA CENTRAL LANDFILL,6337 DELISA RD.,MILTON,FL,32583,SANTA ROSA COUNTY,SANTA ROSA BOARD OF COUNTY COMMISSIONERS,"6495 Caroline Street, Suite M",Milton,FL,32570,100,562212
1000011,110000807379,2020,Central Hudson Gas and Electric Corporation,284 South Avenue,Poughkeepsie,NY,12601,DUTCHESS COUNTY,CENTRAL HUDSON GAS & ELECTRIC CORP,284 South Avenue,Poughkeepsie,NY,12601,100,221122
1000015,110000492734,2020,"TYSON FARMS, INC.",704 FACTORY STREET,WILKESBORO,NC,28697,WILKES COUNTY,TYSON FOODS INC,DON TYSON PKWY,SPRINGDALE,AR,72762,100,311615
1000016,110001478696,2020,TYSON FARMS INCORPORATED HARMONY,501 SHEFFIELD ROAD,HARMONY,NC,28634,IREDELL COUNTY,TYSON FOODS INC,2200 Don Tyson Parkway,Springdale,AR,72762,100,311613
1000017,110056953765,2020,BASF CORPORATION,3150 HWY JJ,PALMYRA,MO,63461,MARION COUNTY,BASF CORP,100 Campus Drive,Florham Park,NJ,7932,100,325320
1000019,110000448579,2020,WESTERN SUGAR COMPANY,2100 E. OVERLAND DR.,SCOTTSBLUFF,NE,69361,SCOTTS BLUFF COUNTY,THE WESTERN SUGAR COOPERATIVE,7555 E Hampden Ave. Suite 520,Denver,CO,80231,100,311313
1000020,110000332275,2020,Ardagh Glass Inc. (Port Allegany),ONE GLASS PLACE,PORT ALLEGANY,PA,16743,MCKEAN COUNTY,ARDAGH GLASS INC,1209 Orange Street,Wilmington,DE,19801,100,327213
1000021,110009576930,2020,Ardagh Glass Inc. (Ruston),4241 HIGHWAY 563,SIMSBORO,LA,71275,LINCOLN PARISH,ARDAGH GLASS INC,1209 Orange Street,Wilmington,DE,19801,100,327213
1000022,110000619466,2020,ISP TECHNOLOGIES TEXAS CITY PLANT,4501 ATTWATER AVENUE,TEXAS CITY,TX,77590,GALVESTON COUNTY,ASHLAND GLOBAL HOLDINGS INC,1005 Route 202/206,Bridgewater,NJ,8807,100,325199
1000023,110000454758,2020,Ardagh Glass Inc. (Sapulpa),1000 NORTH MISSION STREET,SAPULPA,OK,74066,CREEK COUNTY,ARDAGH GLASS INC,1209 Orange Street,Wilmington,DE,19801,100,327213
1000024,110000489659,2020,Ardagh Glass Inc. (Seattle),5801 EAST MARGINAL WAY SOUTH,SEATTLE,WA,98134,KING COUNTY,ARDAGH GLASS INC,1209 Orange Street,Wilmington,DE,19801,100,327213
1000025,110000449863,2020,PLACID REFINING CO LLC - PORT ALLEN REFINERY,"1940 LA HWY 1, NORTH",PORT ALLEN,LA,70767,WEST BATON ROUGE PARISH,PLACID REFINING CO LLC,1940 LA HWY 1 North,Port Allen,LA,70767,100,324110
1000026,110000347802,2020,Ardagh Glass Inc. (Wilson),2201 FIRESTONE PARKWAY,WILSON,NC,27893,WILSON COUNTY,ARDAGH GLASS INC,1209 Orange Street,Wilmington,DE,19801,100,327213
1000027,110001120144,2020,The Children\s Hospital of Philadelphia,34th Street and Civic Center Boulevard,Philadelphia,PA,19104,PHILADELPHIA COUNTY,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,34th St & Civic Center Blvd,Philadelphia,PA,19104,100,622110
1000028,110017984519,2020,Ardagh Glass Inc. (Pevely),1500 Ardagh Group Drive,PEVELY,MO,63070,JEFFERSON COUNTY,ARDAGH GLASS INC,1209 Orange Street,Wilmington,DE,19801,100,327213
1000029,110015969941,2020,NUCOR STEEL SEATTLE INC,2424 SOUTHWEST ANDOVER STREET,SEATTLE,WA,98106,KING COUNTY,NUCOR CORP,1915 Rexford Rd,Charlotte,NC,28211,100,331110
1000030,110045587352,2020,US MAGNESIUM LLC,12819 North Skull Valley Rd,Grantsville,UT,84029,TOOELE COUNTY,THE RENCO GROUP INC,"1 Rockefeller Plaza, 29th Fl.",New York,NY,10112,100,331410
1000031,110035777228,2020,Northwest Regional Landfill,19401 W. Deer Valley Rd,Surprise,AZ,85387,MARICOPA COUNTY,WASTE MANAGEMENT INC,"1001 Fannin, Suite 4000",Houston,TX,77002,100,562212
1000032,110030900997,2020,KRATON POLYMERS U S LLC,2419 State Route 618,BELPRE,OH,45714,WASHINGTON COUNTY,KRATON CORP,"15710 John F. Kennedy Blvd., Suite 300",Houston,TX,77032,100,325212
1000034,110067425799,2020,ADM SOYBEAN PROCESSING - DES MOINES,1935 EAST EUCLID AVENUE,DES MOINES,IA,50313,POLK COUNTY,ARCHER DANIELS MIDLAND CO,4666 Faries Parkway,Decatur,IL,62526,100,311224
1000035,110037615694,2020,THE ANDERSONS MARATHON HOLDINGS LLC,5728 E SEBRING WARNER RD,GREENVILLE,OH,45331,DARKE COUNTY,THE ANDERSONS INC,PO Box 119,Maumee,OH,43537,50,325193
1000035,110037615694,2020,THE ANDERSONS MARATHON HOLDINGS LLC,5728 E SEBRING WARNER RD,GREENVILLE,OH,45331,DARKE COUNTY,MARATHON PETROLEUM CORP,539 South Main Street,Findlay,OH,45840,25,325193
1000035,110037615694,2020,THE ANDERSONS MARATHON HOLDINGS LLC,5728 E SEBRING WARNER RD,GREENVILLE,OH,45331,DARKE COUNTY,MARATHON PETROLEUM CORP,539 South Main Street,Findlay,OH,45840,25,325193
1000036,110043974287,2020,UNIVERSITY OF CINCINNATI,3000 Glendora Ave.,CINCINNATI,OH,45219,HAMILTON COUNTY,UNIVERSITY OF CINCINNATI,2600 Clifton Ave.,Cincinnati,OH,45221,100,611310
1000037,110018218720,2020,TYSON FRESH MEATS INC,28424 38th Avenue North,Hillsdale,IL,61257,ROCK ISLAND COUNTY,TYSON FOODS INC,2200 Don Tyson Parkway,Springdale,AR,72762,100,311611
1000038,110000601616,2020,TYSON FRESH MEATS,13983 DODD ROAD,WALLULA,WA,99363,WALLA WALLA COUNTY,TYSON FOODS INC,2200 Don Tyson Parkway,Springdale,AR,72762,100,311611
1000039,110032937080,2020,GE's Grid Solutions,One Power Lane,Charleroi,PA,15022,WASHINGTON COUNTY,GENERAL ELECTRIC CO,41 Farnsworth Street,Boston,MA,2210,100,335313
1000040,110060335301,2020,"Tyson Fresh Meats, Inc.- Dakota City, NE",5200 Highway 35 & IBP Avenue,DAKOTA CITY,NE,68731,DAKOTA COUNTY,TYSON FOODS INC,2200 Don Tyson Parkway,Springdale,AR,72762,100,311611
1000041,110001923278,2020,WISCONSIN PAPERBOARD,1514 E THOMAS AVE,MILWAUKEE,WI,53211,MILWAUKEE COUNTY,GREIF INC,425 Winter Road,Delaware,OH,43015,100,322130
1000043,110022411530,2020,Linde Inc Texas City Hydrogen Complex,"1720 GRANT AVE, GATE 16",TEXAS CITY,TX,77590,GALVESTON COUNTY,LINDE GAS NORTH AMERICA LLC,10 Riverview Dr.,Danbury,CT,6810,100,325120
1000045,110028676966,2020,TYSON POULTRY INC.-SEDALIA,19571 WHITFIELD RD,SEDALIA,MO,65301,PETTIS COUNTY,TYSON FOODS INC,2210 Oaklawn Drive,Springdale,AR,72762,100,311615
1000046,110017973335,2020,BADLANDS SANITARY LANDFILL,31125 IRONWOOD AVENUE,MORENO VALLEY,CA,92555,RIVERSIDE COUNTY,COUNTY OF RIVERSIDE,4080 Lemon St,Riverside ,CA,92501,100,562212
1000047,110009913415,2020,PENOBSCOT ENERGY RECOVERY CO.,29 INDUSTRIAL WAY,ORRINGTON,ME,4474,PENOBSCOT COUNTY,USA ENERGY GROUP LLC,"100 N Sixth Avenue, Ste 300A",Minneapolis,MN,55403,69.31,562213
1000047,110009913415,2020,PENOBSCOT ENERGY RECOVERY CO.,29 INDUSTRIAL WAY,ORRINGTON,ME,4474,PENOBSCOT COUNTY,TOWN OF ORLAND,25 School House Road,Orland,ME,4472,0.0795,562213
1000047,110009913415,2020,PENOBSCOT ENERGY RECOVERY CO.,29 INDUSTRIAL WAY,ORRINGTON,ME,4474,PENOBSCOT COUNTY,TOWN OF GREENBUSH,132 Military Road,Greenbush,ME,4418,0.0809,562213
1000047,110009913415,2020,PENOBSCOT ENERGY RECOVERY CO.,29 INDUSTRIAL WAY,ORRINGTON,ME,4474,PENOBSCOT COUNTY,PERC HOLDINGS LLC,4250 Creekview Circle,Minnetrista,MN,55375,29.68,562213
1000047,110009913415,2020,PENOBSCOT ENERGY RECOVERY CO.,29 INDUSTRIAL WAY,ORRINGTON,ME,4474,PENOBSCOT COUNTY,TOWN OF ENFIELD,789 Hammett Road,Enfield,ME,04493-0429,0.01168,562213
1000047,110009913415,2020,PENOBSCOT ENERGY RECOVERY CO.,29 INDUSTRIAL WAY,ORRINGTON,ME,4474,PENOBSCOT COUNTY,PENOBSCOT COUNTY,97 Hammond St,Bangor,ME,4401,0.1329,562213
1000047,110009913415,2020,PENOBSCOT ENERGY RECOVERY CO.,29 INDUSTRIAL WAY,ORRINGTON,ME,4474,PENOBSCOT COUNTY,TOWN OF HANCOCK,PO Box 68,Hancock,ME,4640,0.0902,562213
1000047,110009913415,2020,PENOBSCOT ENERGY RECOVERY CO.,29 INDUSTRIAL WAY,ORRINGTON,ME,4474,PENOBSCOT COUNTY,TOWN OF SEARSPORT,1 Union St,searsport,ME,4974,0.2075,562213
1000047,110009913415,2020,PENOBSCOT ENERGY RECOVERY CO.,29 INDUSTRIAL WAY,ORRINGTON,ME,4474,PENOBSCOT COUNTY,TOWN OF HERMON,333 Billings Road,Hermon,ME,4401,0.4115,562213
1000048,110000396946,2020,"ALLISON TRANSMISSION, Inc.",One Allison Way,INDIANAPOLIS,IN,46222,MARION COUNTY,ALLISON TRANSMISSION HOLDINGS INC,One Allison Way,Indianapolis,IN,46222,100,336350
1000049,110028229030,2020,Lange,2900 LANGE ROAD,RAPID CITY,SD,57702,Pennington,BLACK HILLS CORP,7001 Mount Rushmore Road,Rapid City,SD,57702,100,221112
1000050,110041417829,2020,Wygen I,13151 HIGHWAY 51,GILLETTE,WY,82718,Campbell,MUNICIPAL ENERGY AGENCY OF NEBRASKA INC,8377 Glynoaks Dr,Lincoln,NE,68516,23.5,221112
1000050,110041417829,2020,Wygen I,13151 HIGHWAY 51,GILLETTE,WY,82718,Campbell,BLACK HILLS CORP,7001 Mount Rushmore Road,Rapid City,SD,57702,76.5,221112
1000051,110055697107,2020,"Mariposa Energy, LLC",4887 Bruns Road,Byron,CA,94514,ALAMEDA COUNTY,MITSUBISHI CORP (AMERICAS),655 Third Avenue,New York,NY,10017,100,221112
1000052,110012547431,2020,Mesquite Generating Station,37625 W ELLIOT RD,ARLINGTON,AZ,85322,Maricopa,ONWARD ENERGY,767 Third Avenue 17th Floor,New York,NY,10017,50,221112
1000052,110012547431,2020,Mesquite Generating Station,37625 W ELLIOT RD,ARLINGTON,AZ,85322,Maricopa,SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT,P.O. Box 52025,Phoenix,AZ,85072,50,221112
1000053,110040949356,2020,TEXAS MEDICAL CENTER CENTRAL HEATING AND COOLING SERVICES CORPORATION,1615 BRAESWOOD,HOUSTON,TX,77030,HARRIS COUNTY,TEXAS MEDICAL CENTER CENTRAL HEATING & COOLING SERVICES CORP,1615 Braeswood Blvd.,Houston,TX,77030,100,221330
1000054,110005275442,2020,City of Tallahassee Natural Gas Utility,2602 Jackson Bluff Road,Tallahassee,FL,32304,LEON COUNTY,CITY OF TALLAHASSEE,300 S. Adams Street,Tallahassee,FL,32301,100,221210
1000056,110000308523,2020,SPECIALTY MINERALS,260 COLUMBIA STREET,ADAMS,MA,1220,BERKSHIRE COUNTY,MINERALS TECHNOLOGIES INC,622 Third Avenue,New York,NY,10017,100,327410
1000059,110021355816,2020,Tenaska Kiamichi Generating Station,4386 Old 69 Road,KIOWA,OK,74553,Pittsburg,KIOWA POWER PARTNERS LLC,14302 FNB Parkway,Omaha,NE,68154,100,221112
1000060,110022515777,2020,Limon Generating Station,48303 STATE ROAD 71,LIMON,CO,80828,Lincoln,TRI-STATE GENERATION & TRANSMISSION ASSOC INC,1100 W. 116th Avenue,Westminster,CO,80234,100,221112
1000061,110006657885,2020,Frank Knutson Station,13501 POWHATEN ROAD,COMMERCE CITY,CO,80022,Adams,TRI-STATE GENERATION & TRANSMISSION ASSOC INC,1100 W. 116th Avenue,Westminster,CO,80234,100,221112
1000062,110070081750,2020,MT JEWETT COMPLEX,149 Temple Drive,KANE,PA,16735,MCKEAN COUNTY,KOCH INDUSTRIES INC,4111 E 37th Street North,Wichita,KS,67220-3203,100,321219
1000063,110000448409,2020,CHIEF ETHANOL FUELS INC,4225 E SOUTH ST,HASTINGS,NE,68901,ADAMS COUNTY,CHIEF INDUSTRIES INC,3942 W. Old Hwy 30,Grand Island,NE,68802,100,325193
1000064,110000516834,2020,LONE STAR GAS LIQUIDS,19430 BEECH AVENUE,SHAFTER,CA,93263,KERN COUNTY,PLAINS GP HOLDINGS LP,19340 Beech Ave.,Shafter,CA,93263,100,211130
1000066,110002146080,2020,"INGOMAR PACKING COMPANY, LLC",9950 SOUTH INGOMAR GRADE,LOS BANOS,CA,93635,MERCED COUNTY,INGOMAR PACKING CO,PO Box 1448,Los Banos,CA,93635,100,311421
1000068,110070081751,2020,Apex Generating Station,15555 APEX POWER PARKWAY,LAS VEGAS,NV,89165,Clark,SOUTHERN CALIFORNIA PUBLIC POWER AUTHORITY,1160 Nicole Court,Glendora,CA,91740-5386,100,221112
1000069,110006547870,2020,"Wallingford Energy, LLC",115 John St,Wallingford,CT,6460,New Haven,"LS Power Development, LLC","Two Tower Center, 11th Floor",East Brunswick,NJ,8816,100,221112
1000070,110070081752,2020,High Desert Power Project,19000 PERIMETER RD/STE 102,VICTORVILLE,CA,92394,San Bernardino,MIDDLE RIVER POWER LLC,570 Lake Cook Road Suite 126,Deerfield,IL,60015,100,221112
1000071,110043196528,2020,York Energy Center,1055 Pikes Peak Road,Delta,PA,17314,York,VOLT PARENT LP,717 Texas Ave STe 1000,Houston,TX,77002,100,221112
1000072,110000609306,2020,LOCKHEED MARTIN MISSILES & SPACE,1111 LOCKHEED MARTIN WAY,SUNNYVALE,CA,94089,SANTA CLARA COUNTY,LOCKHEED MARTIN CORP,6801 Rockledge Dr,Bethesda ,MD,20817,100,336414
1000073,110043973803,2020,City of Corinth Gas & Water Department,305 W. Waldron St.,Corinth,MS,38834,ALCORN COUNTY,CORINTH UTILITIES COMMISSION,305 W. Waldron St.,Corinth,MS,38834,100,221210
1000074,110012516134,2020,"Escondido Energy Center, LLC",1968 DON LEE PLACE,ESCONDIDO,CA,92029,San Diego,WELLHEAD ELECTRIC CO,"650 Bercut Drive, Suite C",Sacramento,CA,95811,100,221112
1000076,110006911404,2020,Klamath Energy LLC,4940 Hwy 97 South,Klamath Falls,OR,97603,Klamath,AVANGRID INC,1125 NW Couch Street,Portland,OR,97209,100,221112
1000077,110000774797,2020,"REPUBLIC STEEL, LACKAWANNA",S3049 LAKESHORE RD.,BLASDELL,NY,14219,ERIE COUNTY,REPUBLIC STEEL,3049 Lake Shore Rd,Blasdell,NY,14219,100,331110
1000079,110043969701,2020,SOUTHERN ILLINOIS UNIVERSITY,210 PHYSICAL PLANT DR,CARBONDALE,IL,62901,JACKSON COUNTY,SOUTHERN ILLINOIS UNIVERSITY SYSTEM,1400 Douglas Drive,Carbondale,IL,62901,100,611310
1000083,110035712262,2020,Springhill,3805 NW 97th Blvd,Springhill,FL,32606,ALACHUA COUNTY,CITY OF GAINESVILLE,"P.O. Box 147117, A136",Gainesville,FL,32614-7117,100,221210
1000084,110041142304,2020,Seminole (136),STATE HIGHWAY 17,PALATKA,FL,32708,Putnam,SEMINOLE ELECTRIC COOPERATIVE INC,16313 North Dale Mabry Highway,Tampa,FL,33688,100,221112
1000085,110007250009,2020,Hartwell Energy Facility,415 SMITH MCGEE HWY,HARTWELL,GA,30643,Hart,OGLETHORPE POWER CORP,2100 East Exchange Place,Tucker,GA,30084,100,221112
1000086,110010575635,2020,Chemours Johnsonville Site,1 DUPONT ROAD,NEW JOHNSONVILLE,TN,37134,Humphreys,THE CHEMOURS CO,1007 MARKET STREET,Wilmington,DE,19898,100,325130
1000087,110000338910,2020,Energy Center Dover,1280 W NORTH ST,DOVER,DE,19904,Kent,DCO ENERGY LLC,100 Lenox Drive Suite 100,LAWRENCEVILLE,NJ,8648,100,221112
1000088,110002486257,2020,GSA Central Heating,325 13th STREETS SOUTHWEST,WASHINGTON,DC,20407,,US GOVERNMENT,,,,,,221330
1000089,110038495768,2020,AdvanSix Resins & Chemicals LLC,2501 MARGARET STREET,PHILADELPHIA,PA,19137,Philadelphia,ADVANSIX INC,"300 Kimball Drive, Suite 101",Parsippany,NJ,7054,100,325194
1000090,110030493437,2020,CITY OF GRAND PRAIRIE LANDFILL,1102 MACARTHUR BLVD,GRAND PRAIRIE,TX,75050,DALLAS COUNTY,CITY OF GRAND PRAIRIE,P.O. Box 534045,Grand Prairie,TX,75053,100,562212
1000091,110019898896,2020,Norwich,16 S GOLDEN ST,NORWICH,CT,6360,New London,CITY OF NORWICH CT,16 South Golden St,Norwich,CT,6360,100,221210
1000092,110001948046,2020,Kneeland Station,165 Kneeland St.,Boston,MA,2111,Suffolk,VICINITY ENERGY,"100 Franklin Street, 2nd Floor",Boston,MA,2127,100,221330
1000093,110000324435,2020,Momentive Performance Materials,260 HUDSON RIVER ROAD,WATERFORD,NY,12188,Saratoga,MOM HOLDING CO,260 Hudson River Road,Waterford,NY,12188,100,325211
1000094,110043969765,2020,Zia Natural Gas Company,100 Short Drive,Ruidoso Downs,NM,88346,LINCOLN COUNTY,NATURAL GAS PROCESSING CO,101 Division Street,Worland,WY,82401,100,221210
1000095,110021321693,2020,Red Oak Power LLC,832 RED OAK LANE,SAYREVILLE,NJ,8872,Middlesex,RED OAK POWER HOLDINGS LLC,832 Red Oak Lane,Sayreville,NJ,8872,100,221112
1000097,110012168901,2020,Gila River Power Station,1250 E. Watermelon Road,Gila Bend,AZ,85337,Maricopa,UNS ENERGY CORP,88 E. Broadway Blvd,Tucson,AZ,85701,50,221112
1000097,110012168901,2020,Gila River Power Station,1250 E. Watermelon Road,Gila Bend,AZ,85337,Maricopa,SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT,P.O. Box 52025,Phoenix,AZ,85072,50,221112
1000098,110015743383,2020,"Wise County Power Company, LLC",800 BOONS CREEK LANE,POOLVILLE,TX,76487,Wise,Vistra Corp,6555 Sierra Drive,Irving,TX,75039,100,221112
1000099,110070828211,2020,Robinson Refinery,400 S. Marathon Avenue,Robinson,IL,62454,Crawford,MARATHON PETROLEUM CORP,539 South Main Street,Findlay,OH,45840,100,324110
1000100,110012268768,2020,Harquahala Generating Company,2530 NORTH 491 AVE,TONOPAH,AZ,85354,Maricopa,KELSON ENERGY,8840 Stanford Blvd,Columbia,MD,21045,100,221112
1000101,110019468057,2020,Athens Generating Company,9300 U S HIGHWAY 9W,ATHENS,NY,12015,Greene,TALEN ENERGY CORP,835 Hamilton St,Allentown,PA,18101,100,221112
1000102,110013729251,2020,Sunrise Power Company,12857 SUNRISE ROAD,FELLOWS,CA,93224,Kern,NRG ENERGY INC,804 Carnegie Center,Princeton,NJ,8540,100,221112
1000104,110000385164,2020,FORD MOTOR COMPANY - FORD OHIO ASSEMBLY PLANT,650 MILLER ROAD,AVON LAKE,OH,44012,LORAIN COUNTY,FORD MOTOR CO,One American Road,Dearborn,MI,48126,100,336111
1000105,110000888549,2020,Ardagh Glass Inc. (Dolton),13850 COTTAGE GROVE AVENUE,DOLTON,IL,60419,COOK COUNTY,ARDAGH GLASS INC,1209 Orange Street,Wilmington,DE,19801,100,327213
1000106,110017747205,2020,Waterford Plant,201 RIGHTEOUS RIDGE ROAD,WATERFORD,OH,45786,Washington,LIGHTSTONE GENERATION LLC,500 Alexander Park Dr Suite 300,Princeton,NJ,8540,100,221112
1000107,110012174627,2020,Osprey Energy Center,1651 W DERBY AVE,AUBURNDALE,FL,33823,Polk,DUKE ENERGY CORP,526 S CHURCH ST,CHARLOTTE,NC,28202,100,221112
1000108,110012158707,2020,North 1st,NORTH 1ST & 47-79 RIVER ST,BROOKLYN,NY,11211,Kings,NEW YORK POWER AUTHORITY,123 Main Street,White Plains,NY,10601,100,221112
1000109,110004588875,2020,West Lorain,7101 WEST ERIE AVE,LORAIN,OH,44053,Lorain,EDGEWATER GENERATION HOLDINGS LLC,591 West Putnam Avenue,Greenwich,CT,6830,100,221112
1000110,110035803262,2020,Midulla Generating Station,6697 COUNTY ROAD 663,BOWLING GREEN,FL,33834,Hardee,SEMINOLE ELECTRIC COOPERATIVE INC,16313 North Dale Mabry Highway,Tampa,FL,33688,100,221112
1000111,110012158734,2020,Vernon Boulevard,42 30 VERNON BLVD,LONG ISLAND CITY,NY,11427,Queens,NEW YORK POWER AUTHORITY,123 Main Street,White Plains,NY,10601,100,221112
1000112,110019827286,2020,23rd and 3rd,730 3rd Avenue,BROOKLYN,NY,11232,Kings,NEW YORK POWER AUTHORITY,123 Main Street,White Plains,NY,10601,100,221112
1000113,110028050230,2020,Pouch Terminal,143 EDGEWATER STREET,STATEN ISLAND,NY,10305,Richmond,NEW YORK POWER AUTHORITY,123 Main Street,White Plains,NY,10601,100,221112
1000114,110015378731,2020,Brentwood,PILGRIM STATE HOSPITAL/1650 ISLIP AVE,BRENTWOOD,NY,11717,Suffolk,NEW YORK POWER AUTHORITY,123 Main Street,White Plains,NY,10601,100,221112
1000116,110043806548,2020,Harlem River Yard,680 780E 132ND ST,BRONX,NY,10454,Bronx,NEW YORK POWER AUTHORITY,123 Main Street,White Plains,NY,10601,100,221112
1000117,110028042767,2020,"West Valley Power, LLC",5935 WEST 4700 SOUTH,WEST VALLEY CITY,UT,84170,Salt Lake,Utah Municipal Power Agency,600 West 100 North,Spanich Fork,UT,84660,100,221112
1000118,110038098769,2020,Solway Plant,7707 CENTERLINE ROAD NW,SOLWAY,MN,56678,Beltrami,OTTER TAIL CORP,215 South Cascade Street,Fergus Falls,MN,56537,100,221112
1000119,110012514476,2020,Hoosier Energy Lawrence Co Station,1000 S OLD PALESTINE ROAD,MITCHELL,IN,47446,Lawrence,HOOSIER ENERGY REC INC,2501 South Cooperative Way,Bloomington,IN,47402-0908,100,221112
1000120,110012152053,2020,Evander Andrews Power Complex,1862 NW Mashburn Road,Mountain Home,ID,83647,Elmore,IDACORP INC,1221 W Idaho St,Boise,ID,83702,100,221112
1000121,110021346792,2020,Warren F. Sam Beasley Pwr Station,217 ARTISAN DRIVE,SMYRNA,DE,19977,Kent,DELAWARE MUNICIPAL ELECTRIC COORPORATION,22 Artisan Drive,Smyrna,DE,19977,100,221112
1000122,110000529376,2020,"Gilroy Energy Center, LLC for King City",51 DON BATES WAY,KING CITY,CA,93930,Monterey,VOLT PARENT LP,717 Texas AVe,Houston,TX,77002,100,221112
1000123,110000524969,2020,Yuba City Energy Center,875 NORTH WALTON AVE,YUBA CITY,CA,95993,Sutter,VOLT PARENT LP,717 Texas Ave,Houston,TX,77002,100,221112
1000124,110042043384,2020,US Steel (Clairton Coke),400 STATE ST,CLAIRTON,PA,15025,Allegheny,US STEEL CORP,600 Grant Street,Pittsburgh,PA,15219-2800,100,324199
1000125,110024408256,2020,Ackerman Combined Cycle,2510 PENSACOLA ROAD,ACKERMAN,MS,39735,Choctaw,US GOVERNMENT,,,,,,221112
1000127,110012565884,2020,Bethlehem Power Plant,2254 APPLEBUTTER ROAD,BETHLEHEM,PA,18015,Northampton,VOLT PARENT LP,"717 Texas Avenue, Suite 1000",Houston,TX,77002,100,221112
1000128,110015634642,2020,Indigo Generation Facility,63500 19TH AVE,NORTH PALM SPRINGS,CA,92258,Riverside,MITSUBISHI CORP (AMERICAS),655 Third Avenue,New York,NY,10017,100,221112
1000129,110012143304,2020,AL Sandersville,1600 MILLS LINDSEY SCHOOL ROAD,WARTHEN,GA,31094,Washington,AL SANDERSVILLE LLC,1600 Mills Lindsey School Road,Warthen,GA,31094,100,221112
1000130,110040966078,2020,Hanford Energy Park Peaker,10550 IDAHO AVE,HANFORD,CA,93230,Kings,MIDDLE RIVER POWER LLC,"570 Lake Cook Road, Suite 126",Deerfield,IL,60015,100,221112
1000131,110019673441,2020,Bayswater Peaking Facility,14-25 BAY 24TH ST,FAR ROCKAWAY,NY,11691,Queens,MPH ROCKAWAY PEAKERS HOLDCO LLC,"4920 Elm Street, Suite 205",Bethesda,MD,20814,100,221112
1000132,110019738015,2020,Astoria Gas Turbine Power,31 01 20TH AVE,ASTORIA,NY,11105,Queens,NRG ENERGY INC,804 Carnegie Center,Princeton,NJ,8540,100,221112
1000133,110012236507,2020,Pastoria Energy Facility,39789 EDMONSTON PUMPING PLANT,LEBEC,CA,93243,Kern,VOLT PARENT LP,717 Texas Ave,Houston,TX,77002,100,221112
1000134,110001086547,2020,US GYPSUM - ALIQUIPPA PLANT,1 WOODLAWN ROAD,ALIQUIPPA,PA,15001,BEAVER COUNTY,USG CORP,550 W Adams Street,Chicago,IL,60661,100,327420
1000135,110015743800,2020,"LSP University Park, LLC",787 INDUSTRIAL DRIVE,UNIVERSITY PARK,IL,60466,Will,"LS Power Development, LLC","Two Tower Center, 11th Floor",East Brunswick,NJ,8816,100,221112
1000136,110013294087,2020,Riverside Energy Center,1401 W B R TOWN LINE ROAD,BELOIT,WI,53511,Rock,ALLIANT ENERGY CORP,4902 N. Biltmore Lane,Madison,WI,53718,91.8,221112
1000136,110013294087,2020,Riverside Energy Center,1401 W B R TOWN LINE ROAD,BELOIT,WI,53511,Rock,Adams-Columbia Electric Cooperative,P O Box 70401 East Lake Street,Friendship,WI,53934,4.1,221112
1000136,110013294087,2020,Riverside Energy Center,1401 W B R TOWN LINE ROAD,BELOIT,WI,53511,Rock,Rock Energy Cooperative,2815 Kennedy Road,Janesville,WI,53547,3.4,221112
1000136,110013294087,2020,Riverside Energy Center,1401 W B R TOWN LINE ROAD,BELOIT,WI,53511,Rock,Central Wisconsin Elec Cooperative,10401 Lystul Rd,Rosholt,WI,54473,0.7,221112
